author,statement,source,date,target
Madeline Heim,“A Milwaukee election employee even acknowledged dropping off just the margin of ballots needed for a Biden win at 3 a.m.”,Donald Trump,"August 23, 2021",pants-fire
Gabrielle Settles,Says a report of unvaccinated Florida teachers dying from COVID-19 isn’t real.,Instagram posts,"August 20, 2021",FALSE
Paul Specht,"“North Carolina during this pandemic had among the lowest COVID-related deaths, as well as job losses per capita.”",Roy Cooper,"August 20, 2021",mostly-true
Miriam Valverde,"COVID-19 vaccinations are “a violation of the Nuremberg code.""",Facebook posts,"August 20, 2021",FALSE
Gabrielle Settles,“The CDC actually put together a document to discuss putting high risk people into camps to ‘shield’ low risk people from them.”,Candace Owens,"August 20, 2021",FALSE
Amy Sherman,A photo shows two COVID-19 patients lying on the floor awaiting treatment in Florida.,Viral image,"August 20, 2021",TRUE
Tom Kertscher,“Joe Biden is on a two-week vacation. Kamala Harris has been nonexistent since Inauguration Day. Jen Psaki is taking a break from her duties as press secretary for one week.”,Instagram posts,"August 20, 2021",barely-true
Tom Kertscher,The Biden administration “gifted the Taliban with $80 billion-plus” in military-grade weapons but now “wants your 9mm pistols.”,Viral image,"August 20, 2021",FALSE
Tom Kertscher,Joe Biden and Kamala Harris “continuously questioned the vaccine during the campaign” but now “they support vaccine cards and forced vaccinations.”,Instagram posts,"August 20, 2021",barely-true
Amy Sherman,On whether withdrawal from Afghanistan would be chaotic,Joe Biden,"August 20, 2021",full-flop
D.L. Davis,"""We’ve got 115,000 miles of roads in this state and 90% is owned by the locals.”",Craig Thompson,"August 20, 2021",TRUE
Ciara O'Rourke,"Says Al Jazeera tweeted, “#BreakingNews Taliban started abducting minor girls from their home. The parents who are refusing to give their daughters to Taliban are being killed by Taliban fighters.”",Viral image,"August 19, 2021",FALSE
Jon Greenberg,"“We had already issued several thousand Special Immigrant Visas .. to the (Afghan) translators, when I came into office.”",Joe Biden,"August 19, 2021",half-true
Jason Asenso,229 Christian missionaries were sentenced to death in Afghanistan.,Facebook posts,"August 19, 2021",FALSE
Tom Kertscher,“The second-largest investor in Regeneron” is a firm whose CEO is Ron DeSantis’ “number one political donor.”,Democratic Underground,"August 19, 2021",barely-true
Andy Nguyen,"""100 Sailors at sea. All vaxxed. All with COVID (seven) weeks following deployment.""",Facebook posts,"August 19, 2021",mostly-true
Bill McCarthy,Joe Biden intentionally “let it fall apart” in Afghanistan because he “wants a couple hundred thousand more Ilhan Omars to come into America to change the body politic permanently.”,Charlie Kirk,"August 19, 2021",pants-fire
Ciara O'Rourke,Video shows Afghan riding on plane engine.,Viral image,"August 19, 2021",FALSE
Ciara O'Rourke,The chaos at the Kabul airport as the Taliban took over Afghanistan’s capital was a “false flag event to provoke WW3.”,Instagram posts,"August 19, 2021",pants-fire
Tom Kertscher,“Fauci doesn’t trust new vaccine research as delta variant surges.”,Fox News Channel,"August 18, 2021",FALSE
Jason Asenso,Image shows Harvard email terminating a student over social media accounts.,Viral image,"August 18, 2021",pants-fire
Ciara O'Rourke,“CA inmate pregnant after being forced to share prison with transgender ‘woman.’”,Viral image,"August 18, 2021",FALSE
Ciara O'Rourke,Says Malala Yousafzai “is silent about the cries of women and children suffering at the hands of the Taliban.”,Viral image,"August 18, 2021",FALSE
Ciara O'Rourke,“Biden’s teleprompter told him to ‘LEAVE NOW’ when his speech was concluded.”,Viral image,"August 18, 2021",FALSE
Clara Hendrickson,“I don’t need” the COVID-19 vaccine. “I have natural immunity” that lasts “forever.”,Mike Shirkey,"August 18, 2021",FALSE
Ciara O'Rourke,Says Military Times reported that a study found “60% of sailors who had been fully vaccinated with 2-shot series vaccines are now at risk for heart disease.”,Viral image,"August 18, 2021",FALSE
Louis Jacobson,"The man next to Mike Pompeo in a November 2020 photo “is the guy the Trump administration helped get out of jail in 2018 and who is now the 'president' of Afghanistan.""",Instagram posts,"August 18, 2021",mostly-true
Warren Fiske,"“We watched Terry McAuliffe, when he was governor, lower the (accreditation) standards in our schools...”",Glenn Youngkin,"August 18, 2021",mostly-true
Jason Asenso,"Solar panel farms cause “hundreds and thousands” of birds to “hit that magnified sun, explode in flame ... (This) is going to bring the nation down.”",Louie Gohmert,"August 17, 2021",half-true
Tom Kertscher,"Donald Trump in 2020 ""said he trusted the Taliban and then set in motion an even earlier exit"" from Afghanistan.",Occupy Democrats,"August 17, 2021",half-true
Tom Kertscher,“Mayo Clinic study shows Pfizer vaccine dropped to 42% effective.”,Instagram posts,"August 17, 2021",half-true
Ciara O'Rourke,Says CNN said “Taliban fighters responsibly wearing masks.”,Viral image,"August 17, 2021",FALSE
Ciara O'Rourke,Says CNN and other news organizations tweeted that a journalist was executed in Kabul by Taliban fighters.,Viral image,"August 17, 2021",FALSE
Andy Nguyen,A six-month study from Pfizer shows that its vaccine “reduces severe COVID symptoms/hospitalizations by .1%.”,Instagram posts,"August 17, 2021",barely-true
Ciara O'Rourke,Says “Nancy Pelosi has been executed.”,Viral image,"August 16, 2021",pants-fire
Ciara O'Rourke,"Photo shows CNN chyron about Afghanistan that says, “Violent but mostly peaceful transfer of power.”",Viral image,"August 16, 2021",FALSE
Warren Fiske,The General Assembly gave Gov. Ralph Northam “a $1 billion blank check.”,David Suetterlein,"August 16, 2021",barely-true
Laura Schulte,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",Rachel Campos-Duffy,"August 14, 2021",pants-fire
Ciara O'Rourke,“Rand Paul’s medical license was just revoked!”,Facebook posts,"August 13, 2021",pants-fire
Cassidey Kavathas,"Every time outgoing New York Gov. Andrew Cuomo “says the firearm industry ‘is immune from lawsuits,’ it's false.”",Elise Stefanik,"August 13, 2021",mostly-true
Paul Specht,"The United States' southern border is ""basically open"" and is ""a super spreader event.”",Gary Sides,"August 13, 2021",FALSE
Gabrielle Settles,There is a “0.05% chance of dying from COVID.”,TikTok posts,"August 13, 2021",FALSE
Brandon Mulder,The Biden administration is “not even testing these people” being released by Border Patrol into the U.S.,Ken Paxton,"August 13, 2021",barely-true
Madeline Heim,"“324,000 pregnant people experience domestic violence during their pregnancy.”",Gwen Moore,"August 13, 2021",TRUE
Jason Asenso,Says actor Mike Mitchell died because of a COVID-19 booster shot.,Instagram posts,"August 12, 2021",FALSE
Tom Kertscher,"The federal infrastructure bill includes “a pilot program for a national motor vehicle per-mile user fee, which is basically a long-term plan to make it too expensive to drive a car.""",Viral image,"August 12, 2021",barely-true
Gabrielle Settles,Flights across America are backed up because airline crews are “refusing the mandated jab” and walking off boarded flights.,Facebook posts,"August 12, 2021",FALSE
Ciara O'Rourke,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",Facebook posts,"August 12, 2021",pants-fire
Amy Sherman,"The White House plans to call for lockdowns due to the delta variant and is “aiming for late 2nd week of August, per WH official.”",Jack Posobiec,"August 12, 2021",FALSE
Madison Czopek,“It’s not unusual for hospitals to sit at max or near max capacity on any given day.”,Erin Marie Olszewski,"August 11, 2021",half-true
Ciara O'Rourke,"Photo shows Ron DeSantis holding a shirt that says, “Your mask is as useless as Joe Biden.”",Viral image,"August 11, 2021",FALSE
Ciara O'Rourke,Says Kathy Hochul is Nancy Pelosi’s stepsister.,Facebook posts,"August 11, 2021",FALSE
Tom Kertscher,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,Dan Stock,"August 11, 2021",pants-fire
Victoria Knight,The Centers for Disease Control and Prevention’s recent guidance on students and masking “lacks a well-grounded scientific justification.”,Ron DeSantis,"August 10, 2021",FALSE
Ciara O'Rourke,CNN had “Jeffrey Toobin on analyzing the Andrew Cuomo sexual harassment allegations as their legal expert.”,Viral image,"August 10, 2021",FALSE
D.L. Davis,“We are not having replacement birth rates. We have had more people leaving the state than coming in over the last 30 years.”,Kurt Bauer,"August 10, 2021",half-true
Ciara O'Rourke,A slain Chicago police officer left behind a two-month-old baby.,Facebook posts,"August 10, 2021",FALSE
Tom Kertscher,Suggests a suspicious link between the COVID-19 delta variant and company named Delta that works in 5G.,Viral image,"August 10, 2021",FALSE
Tom Kertscher,Ivermectin is an effective treatment for COVID-19.,Viral image,"August 10, 2021",barely-true
Warren Fiske,“We actually have this critical race theory moved into all our schools in Virginia.”,Glenn Youngkin,"August 10, 2021",FALSE
Ciara O'Rourke,“Pfizer CEO’s Israel visit canceled because he is not fully vaccinated.”,Viral image,"August 9, 2021",barely-true
Tom Kertscher,"""I will need to show proof to do anything indoors in” New York City, “but not when I vote?""",Viral image,"August 9, 2021",half-true
Tom Kertscher,"“The Vaccine Adverse Event Recording System shows that 5,946 people have died because of the” COVID-19 vaccine.",TikTok posts,"August 9, 2021",FALSE
Tom Kertscher,"Unvaccinated people “are making the vaccinated people sick and die, but the unvaccinated people are not dead or sick.”",Viral image,"August 9, 2021",FALSE
Tom Kertscher,"Says there are fewer than 2,000 confirmed COVID-19 hospitalizations in the U.S.",Viral image,"August 9, 2021",FALSE
Monique Curet,“Pfizer vaccine now completely worthless in Israel as >80% of all COVID-19 patients were previously vaccinated.”,Facebook posts,"August 9, 2021",FALSE
Ciara O'Rourke,“Due to the new ‘delta variant’ California will be mailing in ballots for recall election.”,Viral image,"August 6, 2021",FALSE
Jason Asenso,The survival rate for COVID-19 is over 99% for most age groups.,Instagram posts,"August 6, 2021",FALSE
Tom Kertscher,"Sweden had few COVID deaths in July, despite low vaccination rates, relaxed lockdown rules and low mask compliance.",Steve Deace,"August 6, 2021",half-true
Ciara O'Rourke,The “delta” in “delta variant” means “deep sleep.”,Viral image,"August 6, 2021",FALSE
Sabine Martin,"“By 2040, 70% of the population is expected to live in just 15 states.”",J.D. Scholten,"August 6, 2021",mostly-true
Louis Jacobson,Says Joe Biden has driven the current coronavirus surge because he “imported more virus from around the world by having a wide open southern border.”,Ron DeSantis,"August 6, 2021",FALSE
Ciara O'Rourke,Photo shows Laurel Hubbard “winning the women's weight lifting competition” at the Olympics.,Viral image,"August 6, 2021",FALSE
Paul Specht,“More people have died of an opioid overdose in North Carolina in recent years than have died of COVID.”,Josh Stein,"August 6, 2021",barely-true
